1,Refrigeradora LG Top Freezer GT57BPSX,85.5,0.96,0.8,1.76,40.0,-12.07927,-77.063227
2,Lavadora Samsung Bubble Smart WA19CG6886BVPE,51.0,0.74,0.7,1.17,34.0,-12.053728,-76.948494
3,Horno Microonda Panasonic NN-GT34JBRPK,15.4,0.55,0.34,0.42,10.0,-12.140356,-76.985933
4,Televisor Samsung Smart TV 50 LED 4K UHD,9.5,0.25,0.95,0.69,0.0,-12.122452,-77.031293
5,Aspiradora Thomas TH-1870,5.2,0.33,0.28,0.28,0.0,-12.134781,-77.014236
6,Horno Eléctrico Modelo 3,7.25,0.43,0.52,0.38,6.0,-12.07927,-77.063227
7,Cocina Indurama Parma Zafiro,45.82,0.636,0.76,0.95,20.0,-12.053728,-76.948494
8,Licuadora Miray LIM-9,1.3,0.133,0.22,0.35,0.0,-12.134781,-77.014236
9,Cafetera Oster Prima Latte,5.0,0.32,0.22,0.28,5.0,-12.0657,-77.10126
10,Grill Parrillero Miray GPM-15,2.6,0.27,0.52,0.1,0.0,-12.057776,-77.184214
11,Lavavajillas Frigidaire GDPH-4515AF,29.0,0.62,0.61,0.85,30.0,-12.16075,-77.123898
12,Horno Microondas Indurama MWI-20TCRP,11.23,0.48,0.38,0.29,10.0,-12.15856,-76.989342
13,Televisor LG Smart TV 55 Nanocell 4K UHD,14.1,0.23,1.03,0.78,0.0,-12.097622,-77.036002
14,Lavadora Mabe LMA8120WDGBB0,47.0,0.67,0.66,1.05,35.0,-12.10738,-76.996883
15,Horno Eléctrico Empotrable Indurama HEI-75V2NET,31.0,0.57,0.59,0.59,20.0,-12.041548,-77.142166
16,Licuadora Oster 250-22,3.74,0.23,0.19,0.335,0.0,-12.140356,-76.985933
17,Refrigeradora Samsung Side By Side RS52B3000M9,93.0,0.72,0.97,1.89,50.0,-12.122452,-77.031293
18,Cocina MABE EMP5120GP1,24.5,0.54,0.52,0.915,15.0,-12.085846,-76.971214
